State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total Charge
MA,97,408,No,No,0,217.6,81.0,36.99,320.5,51.0,27.24,110.0,6.78,4.2,3,1.13,0.0,False,43.77
NJ,107,415,No,No,0,212.1,95.0,36.06,150.1,88.0,12.76,111.0,9.89,7.7,2,2.08,3.0,False,45.95
MO,142,415,No,Yes,30,154.0,75.0,26.18,165.8,97.0,14.09,83.0,12.15,10.8,5,2.92,1.0,False,38.33
NY,9,408,No,Yes,31,193.8,130.0,32.95,202.6,98.0,17.22,102.0,8.6,13.3,2,3.59,1.0,False,41.550000000000004
AZ,73,415,No,No,0,175.4,130.0,29.82,248.1,105.0,21.09,85.0,5.51,12.2,4,3.29,0.0,False,35.33
NJ,48,510,No,Yes,22,152.0,63.0,25.84,258.8,131.0,22.0,109.0,11.84,15.7,5,4.24,2.0,True,37.68
WV,43,408,No,No,0,230.2,147.0,39.13,186.7,121.0,15.87,100.0,5.78,9.2,3,2.48,0.0,False,44.910000000000004
NM,122,408,No,Yes,33,174.9,103.0,29.73,248.2,105.0,21.1,116.0,7.41,13.5,3,3.65,1.0,True,37.14
SC,93,415,No,No,0,190.2,68.0,32.33,262.2,64.0,22.29,92.0,5.85,8.8,4,2.38,0.0,False,38.18
VT,85,415,No,No,0,176.4,122.0,29.99,224.9,123.0,19.12,50.0,9.88,11.5,1,3.11,1.0,False,39.87
TN,59,415,No,No,0,160.9,95.0,27.35,251.2,65.0,21.35,97.0,12.3,5.0,5,1.35,3.0,False,39.650000000000006
LA,87,415,No,No,0,228.7,90.0,38.88,163.0,99.0,13.86,90.0,6.93,11.8,3,3.19,1.0,False,45.81
OH,137,408,No,No,0,144.0,90.0,24.48,181.6,100.0,15.44,93.0,5.76,12.3,2,3.32,0.0,False,30.240000000000002
OR,21,510,No,Yes,31,135.9,90.0,23.1,271.0,84.0,23.04,89.0,8.06,9.5,7,2.57,6.0,False,31.160000000000004
DE,129,510,No,No,0,334.3,118.0,56.83,192.1,104.0,16.33,83.0,8.59,10.4,6,2.81,0.0,True,65.42
KY,104,415,No,No,0,130.5,77.0,22.19,131.2,117.0,11.15,63.0,11.91,13.0,6,3.51,0.0,False,34.1
GA,93,408,No,Yes,21,134.2,105.0,22.81,162.5,128.0,13.81,90.0,8.4,11.8,2,3.19,4.0,True,31.21
VT,63,415,No,No,0,278.0,102.0,47.26,266.4,114.0,22.64,118.0,10.08,13.1,4,3.54,4.0,True,57.339999999999996
OR,161,415,No,No,0,105.4,70.0,17.92,214.8,122.0,18.26,126.0,10.06,7.8,5,2.11,0.0,False,27.980000000000004
TX,50,510,No,No,0,188.9,94.0,32.11,203.9,104.0,17.33,124.0,6.83,11.6,8,3.13,3.0,False,38.94
MO,103,408,No,Yes,24,111.8,85.0,19.01,239.6,102.0,20.37,81.0,12.07,6.9,4,1.86,1.0,False,31.080000000000002
ND,84,415,No,Yes,33,159.1,106.0,27.05,149.8,101.0,12.73,108.0,9.6,13.0,18,3.51,1.0,False,36.65
MN,92,510,No,No,0,212.4,105.0,36.11,224.6,118.0,19.09,105.0,9.96,9.0,4,2.43,1.0,False,46.07
NV,77,415,No,No,0,142.3,112.0,24.19,306.3,111.0,26.04,82.0,8.84,9.9,1,2.67,1.0,False,33.03
NY,64,415,Yes,No,0,346.8,55.0,58.96,249.5,79.0,21.21,102.0,12.39,13.3,9,3.59,1.0,True,71.35
FL,159,415,No,Yes,15,113.9,102.0,19.36,145.3,146.0,12.35,137.0,8.78,11.8,9,3.19,1.0,False,28.14
KS,110,415,Yes,Yes,27,267.9,103.0,45.54,263.3,74.0,22.38,106.0,8.01,8.3,2,2.24,1.0,True,53.55
NV,138,510,No,No,0,171.4,117.0,29.14,115.2,128.0,9.79,115.0,10.1,17.0,4,4.59,3.0,False,39.24
NV,178,408,No,No,0,275.4,150.0,46.82,187.5,62.0,15.94,126.0,6.62,13.6,3,3.67,1.0,False,53.44
SC,38,415,No,Yes,31,197.2,118.0,33.52,249.9,70.0,21.24,104.0,13.45,3.9,2,1.05,0.0,False,46.97
MI,50,415,No,Yes,35,192.6,97.0,32.74,135.2,101.0,11.49,101.0,9.73,7.9,2,2.13,2.0,False,42.47
MI,45,510,No,Yes,26,91.7,104.0,15.59,150.6,119.0,12.8,103.0,2.85,7.7,5,2.08,1.0,False,18.44
TN,70,510,No,No,0,126.3,99.0,21.47,141.6,106.0,12.04,96.0,11.52,9.6,2,2.59,0.0,False,32.989999999999995
NY,147,510,No,Yes,33,251.5,107.0,42.76,234.1,110.0,19.9,87.0,9.6,10.4,6,2.81,3.0,False,52.36
NV,94,510,No,No,0,190.6,108.0,32.4,152.3,95.0,12.95,97.0,6.51,7.5,5,2.03,1.0,False,38.91
IL,179,510,No,No,0,116.1,101.0,19.74,201.8,99.0,17.15,103.0,8.19,11.6,5,3.13,0.0,False,27.93
MS,116,415,No,No,0,217.3,91.0,36.94,216.1,95.0,18.37,76.0,6.66,11.3,3,3.05,2.0,False,43.599999999999994
ND,59,510,No,No,0,179.4,80.0,30.5,232.5,99.0,19.76,105.0,7.91,14.7,3,3.97,0.0,False,38.41
NC,165,415,No,No,0,207.7,109.0,35.31,164.8,94.0,14.01,91.0,2.45,7.9,3,2.13,0.0,False,37.760000000000005
MI,133,408,No,No,0,277.3,138.0,47.14,228.4,117.0,19.41,103.0,5.28,12.8,4,3.46,2.0,True,52.42
TN,140,415,No,No,0,125.3,84.0,21.3,167.6,121.0,14.25,94.0,11.73,8.4,4,2.27,1.0,False,33.03
VT,93,408,No,Yes,32,138.1,91.0,23.48,167.3,72.0,14.22,115.0,10.75,6.8,3,1.84,2.0,False,34.230000000000004
OK,52,510,No,Yes,38,169.3,88.0,28.78,225.9,97.0,19.2,86.0,7.74,8.2,3,2.21,0.0,False,36.52
DE,64,415,No,Yes,27,201.3,101.0,34.22,143.8,89.0,12.22,127.0,6.76,12.3,3,3.32,1.0,False,40.98
ND,12,510,Yes,No,0,216.7,117.0,36.84,116.5,126.0,9.9,110.0,9.9,9.8,4,2.65,2.0,False,46.74
OR,48,415,No,No,0,190.4,92.0,32.37,317.5,85.0,26.99,113.0,6.0,8.3,4,2.24,2.0,False,38.37
NY,181,408,No,No,0,143.3,91.0,24.36,195.5,58.0,16.62,95.0,10.05,6.0,7,1.62,1.0,False,34.41
MO,168,415,No,Yes,42,97.4,57.0,16.56,203.6,98.0,17.31,124.0,7.83,11.4,2,3.08,2.0,False,24.39
FL,155,415,No,No,0,181.4,111.0,30.84,167.7,92.0,14.25,122.0,7.58,11.3,3,3.05,3.0,False,38.42
ND,105,510,No,No,0,246.4,83.0,41.89,256.2,101.0,21.78,151.0,7.61,3.8,4,1.03,0.0,False,49.5
NY,11,415,No,No,0,143.4,130.0,24.38,289.4,50.0,24.6,100.0,8.73,9.7,6,2.62,2.0,False,33.11
ND,182,415,No,No,0,104.9,111.0,17.83,198.5,120.0,16.87,91.0,11.62,8.0,5,2.16,2.0,False,29.449999999999996
NY,104,415,No,No,0,156.2,93.0,26.55,193.0,54.0,16.41,94.0,10.02,13.1,5,3.54,1.0,False,36.57
OH,102,415,No,No,0,114.8,125.0,19.52,81.9,126.0,6.96,101.0,13.69,12.0,4,3.24,0.0,False,33.21
AL,122,415,No,No,0,232.5,96.0,39.53,205.5,120.0,17.47,91.0,9.62,11.9,2,3.21,0.0,False,49.15
SC,41,415,No,No,0,143.6,117.0,24.41,152.4,108.0,12.95,110.0,8.75,8.6,3,2.32,1.0,False,33.16
GA,132,415,No,No,0,176.7,132.0,30.04,244.1,80.0,20.75,120.0,7.93,9.1,4,2.46,2.0,False,37.97
WY,76,415,No,No,0,263.4,148.0,44.78,230.3,69.0,19.58,101.0,7.68,11.4,5,3.08,1.0,True,52.46
WV,13,415,No,No,0,146.4,74.0,24.89,148.5,92.0,12.62,96.0,9.75,11.3,3,3.05,1.0,False,34.64
HI,115,415,No,Yes,33,145.0,72.0,24.65,194.5,157.0,16.53,138.0,10.9,14.2,3,3.83,2.0,False,35.55
WV,67,408,No,No,0,167.8,91.0,28.53,167.7,69.0,14.25,71.0,4.96,8.4,12,2.27,1.0,False,33.49
LA,154,510,No,No,0,166.9,99.0,28.37,154.9,97.0,13.17,89.0,8.52,7.2,5,1.94,0.0,False,36.89
AR,100,510,No,No,0,142.5,87.0,24.23,195.7,88.0,16.63,117.0,5.49,7.8,8,2.11,2.0,False,29.72
AK,146,510,Yes,No,0,133.0,65.0,22.61,262.8,93.0,22.34,128.0,9.64,11.2,3,3.02,1.0,False,32.25
DC,148,415,No,Yes,11,252.9,129.0,42.99,284.3,88.0,24.17,99.0,11.83,12.3,1,3.32,1.0,False,54.82
AL,67,415,No,Yes,28,95.0,94.0,16.15,291.2,73.0,24.75,114.0,7.18,10.0,2,2.7,2.0,False,23.33
UT,161,510,Yes,No,0,194.2,106.0,33.01,249.4,105.0,21.2,129.0,11.47,12.9,1,3.48,1.0,True,44.48
KS,70,415,No,No,0,222.8,114.0,37.88,215.9,113.0,18.35,122.0,10.06,0.0,0,0.0,1.0,False,47.940000000000005
MN,116,510,No,No,0,201.8,82.0,34.31,231.5,95.0,19.68,130.0,10.17,16.5,5,4.46,0.0,False,44.480000000000004
VA,99,415,No,Yes,42,216.0,125.0,36.72,232.3,104.0,19.75,100.0,9.7,9.3,4,2.51,2.0,True,46.42
UT,87,415,No,No,0,146.3,108.0,24.87,171.8,102.0,14.6,66.0,7.54,5.3,9,1.43,1.0,False,32.410000000000004
IN,87,510,No,No,0,234.8,85.0,39.92,140.9,91.0,11.98,93.0,9.19,9.5,5,2.57,1.0,False,49.11
CT,70,408,No,No,0,198.6,111.0,33.76,213.9,115.0,18.18,105.0,7.7,10.6,6,2.86,2.0,False,41.46
DE,131,408,No,No,0,94.4,80.0,16.05,215.1,101.0,18.28,108.0,8.09,13.1,9,3.54,2.0,False,24.14
VT,119,510,No,No,0,190.4,74.0,32.37,215.6,113.0,18.33,111.0,7.25,10.0,1,2.7,2.0,False,39.62
MO,119,408,No,Yes,32,142.6,77.0,24.24,208.2,126.0,17.7,102.0,7.69,12.0,2,3.24,3.0,False,31.93
RI,87,510,Yes,No,0,134.2,80.0,22.81,165.0,71.0,14.03,102.0,7.79,10.7,5,2.89,0.0,False,30.599999999999998
CA,112,415,No,No,0,111.9,92.0,19.02,114.0,143.0,9.69,79.0,6.61,14.1,3,3.81,5.0,True,25.63
RI,75,415,No,No,0,122.8,89.0,20.88,211.3,104.0,17.96,91.0,11.76,10.7,2,2.89,2.0,False,32.64
CT,150,510,No,No,0,189.3,77.0,32.18,220.9,105.0,18.78,117.0,10.74,9.2,5,2.48,4.0,False,42.92
IN,161,510,No,Yes,38,240.4,112.0,40.87,201.8,102.0,17.15,112.0,9.27,16.1,6,4.35,0.0,False,50.14
FL,91,510,Yes,Yes,24,93.5,112.0,15.9,183.4,128.0,15.59,133.0,10.83,9.9,3,2.67,0.0,False,26.73
KS,124,415,No,No,0,158.6,104.0,26.96,211.2,77.0,17.95,104.0,8.07,10.2,8,2.75,3.0,False,35.03
NY,94,510,Yes,No,0,243.2,109.0,41.34,147.0,88.0,12.5,99.0,4.27,7.2,4,1.94,4.0,False,45.61
TX,217,408,No,No,0,176.4,115.0,29.99,158.8,128.0,13.5,107.0,13.8,9.3,3,2.51,4.0,False,43.79
RI,158,510,No,No,0,220.9,129.0,37.55,242.2,108.0,20.59,75.0,10.5,6.4,5,1.73,0.0,False,48.05
NV,102,415,No,No,0,144.4,87.0,24.55,266.5,128.0,22.65,59.0,9.79,7.1,7,1.92,0.0,False,34.34
UT,85,510,No,No,0,212.3,107.0,36.09,228.4,103.0,19.41,116.0,7.35,7.7,3,2.08,0.0,False,43.440000000000005
OK,79,510,No,No,0,147.0,72.0,24.99,165.7,102.0,14.08,107.0,10.94,8.4,9,2.27,1.0,False,35.93
MN,139,510,No,Yes,25,96.2,112.0,16.35,178.9,70.0,15.21,84.0,8.19,12.9,10,3.48,2.0,False,24.54
NC,103,415,No,No,0,263.4,118.0,44.78,179.1,69.0,15.22,112.0,9.66,10.3,2,2.78,0.0,False,54.44
OR,98,415,Yes,No,0,12.5,67.0,2.13,256.6,90.0,21.81,88.0,7.62,7.7,9,2.08,1.0,False,9.75
NH,78,408,No,No,0,162.3,116.0,27.59,192.4,86.0,16.35,100.0,10.83,10.1,3,2.73,2.0,False,38.42
AK,50,408,No,No,0,183.6,107.0,31.21,58.6,118.0,4.98,99.0,9.12,8.7,3,2.35,1.0,False,40.33
OR,161,415,No,No,0,178.1,109.0,30.28,146.5,86.0,12.45,78.0,6.19,8.5,2,2.3,1.0,False,36.47
KS,67,408,No,No,0,201.4,101.0,34.24,97.6,122.0,8.3,119.0,9.11,7.0,3,1.89,0.0,False,43.35
WV,86,415,No,Yes,38,123.0,158.0,20.91,133.9,119.0,11.38,103.0,6.22,13.3,4,3.59,1.0,False,27.13
GA,92,510,No,No,0,208.0,125.0,35.36,198.9,76.0,16.91,97.0,3.44,8.6,6,2.32,0.0,False,38.8
NM,174,415,No,No,0,239.2,72.0,40.66,188.5,124.0,16.02,116.0,4.75,8.8,3,2.38,1.0,False,45.41
OH,124,510,No,No,0,193.0,97.0,32.81,89.8,99.0,7.63,104.0,7.78,15.3,3,4.13,1.0,False,40.59
ND,132,415,No,Yes,31,174.5,101.0,29.67,245.6,105.0,20.88,76.0,7.78,10.3,9,2.78,1.0,False,37.45
RI,190,415,No,Yes,26,116.7,71.0,19.84,145.9,88.0,12.4,103.0,7.88,9.9,3,2.67,1.0,False,27.72
HI,101,510,No,No,0,93.8,127.0,15.95,150.0,104.0,12.75,116.0,10.85,10.7,2,2.89,1.0,False,26.799999999999997
WY,185,415,Yes,Yes,30,154.1,114.0,26.2,118.7,106.0,10.09,105.0,11.63,12.9,3,3.48,2.0,False,37.83
NY,68,415,No,Yes,29,239.5,82.0,40.72,203.8,105.0,17.32,70.0,7.55,9.9,6,2.67,0.0,False,48.269999999999996
KS,117,510,No,Yes,25,216.0,140.0,36.72,224.1,69.0,19.05,112.0,12.06,11.8,4,3.19,0.0,False,48.78
LA,118,408,No,No,0,187.4,97.0,31.86,177.8,89.0,15.11,97.0,10.5,12.2,6,3.29,1.0,False,42.36
PA,124,415,No,No,0,167.4,119.0,28.46,233.2,143.0,19.82,115.0,4.93,10.3,5,2.78,0.0,False,33.39
NV,22,510,No,No,0,160.4,108.0,27.27,218.1,88.0,18.54,115.0,8.68,12.5,4,3.38,1.0,False,35.95
MN,75,415,No,No,0,143.2,92.0,24.34,209.1,142.0,17.77,96.0,7.79,11.9,9,3.21,1.0,False,32.13
PA,134,408,No,No,0,205.3,122.0,34.9,240.5,155.0,20.44,107.0,8.06,5.0,9,1.35,1.0,False,42.96
MO,164,408,No,Yes,25,219.1,88.0,37.25,151.5,99.0,12.88,60.0,2.25,14.3,6,3.86,1.0,False,39.5
NY,44,510,No,No,0,143.2,77.0,24.34,169.8,114.0,14.43,77.0,9.71,7.6,4,2.05,1.0,False,34.05
ME,177,415,No,No,0,232.8,106.0,39.58,175.2,97.0,14.89,77.0,9.55,12.5,7,3.38,2.0,False,49.129999999999995
NH,110,408,No,No,0,162.0,81.0,27.54,247.5,89.0,21.04,99.0,7.0,8.9,8,2.4,0.0,False,34.54
WY,53,415,No,Yes,27,25.9,119.0,4.4,206.5,96.0,17.55,64.0,10.26,6.5,7,1.76,1.0,False,14.66
NY,108,415,No,No,0,154.2,123.0,26.21,112.3,86.0,9.55,75.0,11.09,15.4,4,4.16,4.0,True,37.3
ME,80,408,No,No,0,322.3,113.0,54.79,222.0,95.0,18.87,123.0,7.33,6.7,8,1.81,0.0,True,62.12
MN,158,408,No,No,0,209.9,112.0,35.68,221.3,82.0,18.81,93.0,9.45,8.2,3,2.21,1.0,False,45.129999999999995
OH,114,415,No,No,0,191.5,88.0,32.56,175.2,78.0,14.89,118.0,9.91,0.0,0,0.0,0.0,False,42.47
NC,64,408,No,Yes,19,291.1,150.0,49.49,226.7,123.0,19.27,67.0,9.86,7.5,2,2.03,1.0,False,59.35
SD,88,415,No,No,0,215.6,115.0,36.65,216.2,85.0,18.38,65.0,7.71,11.8,1,3.19,3.0,False,44.36
UT,82,510,Yes,No,0,208.8,101.0,35.5,213.7,87.0,18.16,86.0,7.88,12.4,6,3.35,3.0,False,43.38
KY,111,415,No,No,0,255.9,97.0,43.5,204.1,129.0,17.35,84.0,7.71,12.3,5,3.32,3.0,False,51.21
MT,60,408,No,No,0,252.7,97.0,42.96,221.1,121.0,18.79,100.0,4.95,12.4,4,3.35,2.0,False,47.910000000000004
NJ,113,408,No,No,0,132.1,72.0,22.46,247.5,107.0,21.04,123.0,11.08,6.9,6,1.86,3.0,False,33.54
FL,109,408,No,No,0,217.0,115.0,36.89,207.0,142.0,17.6,106.0,12.06,8.2,4,2.21,1.0,False,48.95
IN,105,510,No,Yes,42,101.9,79.0,17.32,223.1,97.0,18.96,77.0,10.87,12.9,2,3.48,0.0,False,28.189999999999998
DE,85,510,No,No,0,211.5,100.0,35.96,184.6,88.0,15.69,131.0,7.39,13.3,4,3.59,2.0,False,43.35
AL,131,510,No,No,0,153.4,86.0,26.08,198.5,81.0,16.87,83.0,7.4,10.4,3,2.81,0.0,False,33.48
ME,59,510,No,No,0,166.3,95.0,28.27,239.3,87.0,20.34,108.0,5.54,10.0,3,2.7,2.0,False,33.81
SD,148,408,No,No,0,185.2,87.0,31.48,170.4,96.0,14.48,104.0,7.43,9.5,13,2.57,1.0,False,38.91
VA,210,408,No,No,0,104.6,121.0,17.78,149.5,71.0,12.71,67.0,11.48,6.5,8,1.76,2.0,False,29.26
AK,115,415,No,No,0,245.2,105.0,41.68,159.0,109.0,13.52,74.0,10.35,7.2,8,1.94,0.0,False,52.03
ID,106,510,No,No,0,274.4,120.0,46.65,198.6,82.0,16.88,62.0,7.24,6.0,3,1.62,1.0,False,53.89
RI,93,415,No,No,0,98.4,78.0,16.73,249.6,129.0,21.22,114.0,11.17,14.2,4,3.83,1.0,False,27.9
KY,57,415,No,Yes,29,279.9,121.0,47.58,223.1,109.0,18.96,94.0,11.33,13.0,2,3.51,1.0,False,58.91
ND,98,510,No,No,0,187.2,127.0,31.82,195.6,88.0,16.63,129.0,8.18,5.1,4,1.38,1.0,False,40.0
HI,157,415,No,No,0,276.2,95.0,46.95,165.8,119.0,14.09,79.0,6.82,2.2,4,0.59,3.0,False,53.77
WI,116,415,No,Yes,35,200.4,104.0,34.07,272.8,89.0,23.19,100.0,9.65,8.3,4,2.24,1.0,False,43.72
WV,30,510,No,No,0,162.3,96.0,27.59,244.0,122.0,20.74,89.0,8.1,9.1,4,2.46,2.0,False,35.69
NJ,111,510,No,No,0,176.9,128.0,30.07,102.8,56.0,8.74,84.0,9.62,10.5,2,2.84,4.0,True,39.69
KS,52,415,No,No,0,165.5,78.0,28.14,205.5,89.0,17.47,124.0,9.61,12.2,6,3.29,0.0,False,37.75
AL,72,415,No,No,0,217.8,93.0,37.03,189.7,113.0,16.12,91.0,8.22,10.4,5,2.81,4.0,False,45.25
NJ,135,510,No,Yes,28,201.4,100.0,34.24,246.5,117.0,20.95,131.0,6.97,12.9,4,3.48,2.0,True,41.21
NC,86,510,No,No,0,190.5,115.0,32.39,179.6,130.0,15.27,89.0,11.63,10.1,5,2.73,3.0,False,44.02
DE,98,415,No,Yes,29,179.9,97.0,30.58,189.2,89.0,16.08,76.0,7.39,12.8,7,3.46,3.0,False,37.97
WY,151,510,No,No,0,235.9,104.0,40.1,80.6,91.0,6.85,116.0,9.58,5.8,2,1.57,3.0,False,49.68
ID,118,415,No,No,0,140.4,112.0,23.87,187.1,60.0,15.9,155.0,9.36,7.9,1,2.13,0.0,False,33.230000000000004
NY,117,415,No,No,0,144.6,115.0,24.58,258.8,66.0,22.0,113.0,11.39,7.4,9,2.0,2.0,False,35.97
MO,55,510,No,No,0,189.0,100.0,32.13,118.5,99.0,10.07,87.0,11.16,17.1,6,4.62,0.0,False,43.290000000000006
ID,82,408,No,No,0,101.0,93.0,17.17,155.6,104.0,13.23,93.0,13.7,13.3,2,3.59,0.0,False,30.87
IA,152,415,No,No,0,206.3,98.0,35.07,292.8,82.0,24.89,121.0,1.97,10.6,4,2.86,1.0,False,37.04
TN,108,408,No,Yes,15,165.1,85.0,28.07,267.0,93.0,22.7,114.0,11.28,10.9,4,2.94,1.0,False,39.35
OH,98,408,No,No,0,165.0,129.0,28.05,202.6,113.0,17.22,94.0,7.75,12.5,7,3.38,1.0,True,35.8
IL,130,415,No,No,0,155.9,95.0,26.5,256.1,97.0,21.77,103.0,11.83,11.7,3,3.16,3.0,False,38.33
FL,136,408,Yes,No,0,199.2,122.0,33.86,214.7,114.0,18.25,105.0,6.79,11.8,7,3.19,1.0,False,40.65
MA,47,415,No,No,0,155.3,116.0,26.4,188.2,85.0,16.0,73.0,11.12,12.3,4,3.32,3.0,False,37.519999999999996
OK,189,415,No,No,0,208.3,106.0,35.41,236.7,123.0,20.12,120.0,8.06,11.3,5,3.05,3.0,False,43.47
KY,107,415,No,No,0,157.1,79.0,26.71,162.6,124.0,13.82,138.0,6.75,12.1,6,3.27,1.0,False,33.46
MI,91,415,No,No,0,154.4,165.0,26.25,168.3,121.0,14.31,81.0,10.8,11.7,4,3.16,5.0,True,37.05
NE,159,415,No,No,0,189.1,105.0,32.15,246.1,147.0,20.92,106.0,10.89,10.4,5,2.81,1.0,True,43.04
VA,11,408,No,Yes,24,131.5,98.0,22.36,230.2,111.0,19.57,87.0,12.77,10.0,3,2.7,2.0,False,35.129999999999995
NY,167,415,No,No,0,166.4,85.0,28.29,243.2,135.0,20.67,95.0,10.31,9.9,5,2.67,1.0,False,38.6
MT,111,408,No,No,0,142.3,75.0,24.19,122.8,106.0,10.44,94.0,10.33,12.8,9,3.46,2.0,False,34.52
VT,99,408,No,Yes,19,87.7,103.0,14.91,223.0,86.0,18.96,112.0,8.2,7.3,4,1.97,2.0,False,23.11
KS,159,415,No,Yes,19,184.1,78.0,31.3,194.5,71.0,16.53,101.0,10.15,16.9,3,4.56,0.0,False,41.45
VA,114,415,Yes,Yes,31,174.5,104.0,29.67,224.2,92.0,19.06,91.0,5.23,12.3,10,3.32,2.0,False,34.900000000000006
AL,71,415,No,No,0,103.3,103.0,17.56,138.5,79.0,11.77,98.0,7.42,9.0,2,2.43,2.0,False,24.979999999999997
PA,122,415,No,No,0,35.1,62.0,5.97,180.8,89.0,15.37,58.0,11.32,12.7,2,3.43,1.0,False,17.29
AL,100,408,No,Yes,25,246.6,94.0,41.92,141.4,112.0,12.02,109.0,8.54,13.0,5,3.51,1.0,False,50.46
WV,83,415,No,Yes,37,78.5,109.0,13.35,210.5,101.0,17.89,102.0,8.09,11.8,4,3.19,1.0,False,21.439999999999998
NV,64,408,No,No,0,148.1,73.0,25.18,164.9,101.0,14.02,125.0,9.72,12.3,2,3.32,5.0,True,34.9
TN,105,408,No,No,0,206.2,84.0,35.05,256.4,138.0,21.79,91.0,5.27,9.0,3,2.43,1.0,False,40.31999999999999
ID,144,415,No,Yes,33,251.6,87.0,42.77,197.6,118.0,16.8,97.0,9.41,12.2,3,3.29,2.0,False,52.18000000000001
WY,106,415,Yes,Yes,26,270.3,111.0,45.95,215.2,90.0,18.29,133.0,11.43,14.4,7,3.89,1.0,True,57.38
TX,19,510,No,Yes,34,156.6,97.0,26.62,224.2,97.0,19.06,135.0,11.74,11.3,1,3.05,1.0,False,38.36
MA,46,408,No,No,0,139.4,81.0,23.7,223.7,113.0,19.01,77.0,7.79,13.6,6,3.67,1.0,False,31.49
IL,127,510,No,No,0,220.2,108.0,37.43,188.4,124.0,16.01,113.0,7.77,11.7,3,3.16,2.0,False,45.2
LA,9,415,No,Yes,39,214.1,108.0,36.4,169.2,115.0,14.38,117.0,8.54,10.1,3,2.73,1.0,False,44.94
CO,157,415,No,No,0,196.0,74.0,33.32,213.4,96.0,18.14,81.0,8.86,7.9,6,2.13,1.0,False,42.18
UT,105,415,No,No,0,106.4,71.0,18.09,240.1,83.0,20.41,114.0,6.65,5.3,4,1.43,6.0,True,24.740000000000002
MI,105,415,No,Yes,29,179.4,113.0,30.5,275.4,100.0,23.41,105.0,11.07,10.0,5,2.7,0.0,False,41.57
NH,155,408,No,No,0,216.7,30.0,36.84,144.3,125.0,12.27,106.0,6.09,10.8,1,2.92,2.0,False,42.93000000000001
ID,31,415,No,No,0,177.3,129.0,30.14,152.8,105.0,12.99,92.0,7.33,5.1,2,1.38,0.0,False,37.47
WA,161,415,No,No,0,151.6,117.0,25.77,219.4,87.0,18.65,68.0,10.11,4.0,5,1.08,1.0,False,35.879999999999995
MN,95,408,No,Yes,32,262.2,123.0,44.57,165.2,82.0,14.04,57.0,8.74,10.6,5,2.86,0.0,False,53.31
NY,122,415,No,No,0,173.6,110.0,29.51,91.7,84.0,7.79,103.0,9.53,9.7,7,2.62,3.0,False,39.04
MD,37,415,Yes,No,0,106.6,76.0,18.12,147.4,89.0,12.53,113.0,10.61,9.6,8,2.59,2.0,False,28.73
GA,132,415,No,No,0,193.3,106.0,32.86,128.3,94.0,10.91,119.0,7.29,11.6,4,3.13,5.0,True,40.15
HI,119,408,No,Yes,24,217.2,94.0,36.92,138.7,52.0,11.79,85.0,6.27,11.3,4,3.05,0.0,False,43.19
AL,16,408,No,No,0,209.5,89.0,35.62,172.8,85.0,14.69,102.0,4.23,8.8,4,2.38,1.0,False,39.849999999999994
CT,99,408,No,No,0,95.4,105.0,16.22,207.2,101.0,17.61,117.0,6.12,5.6,5,1.51,1.0,False,22.34
CO,76,408,No,Yes,26,214.6,110.0,36.48,205.2,87.0,17.44,140.0,6.06,8.1,2,2.19,1.0,False,42.54
KS,167,415,No,No,0,131.6,120.0,22.37,211.3,96.0,17.96,97.0,7.57,11.1,4,3.0,4.0,True,29.94
NJ,129,415,No,No,0,168.4,117.0,28.63,217.1,129.0,18.45,100.0,3.67,11.8,7,3.19,1.0,False,32.3
FL,116,408,No,No,0,146.4,123.0,24.89,176.6,113.0,15.01,102.0,9.57,7.8,5,2.11,1.0,False,34.46
CA,60,415,Yes,No,0,183.0,110.0,31.11,206.7,93.0,17.57,119.0,9.17,11.1,6,3.0,1.0,False,40.28
KS,128,415,No,No,0,103.3,122.0,17.56,245.9,123.0,20.9,95.0,7.25,6.4,7,1.73,0.0,False,24.81
TX,47,408,No,Yes,28,112.2,70.0,19.07,154.8,106.0,13.16,105.0,7.5,10.6,2,2.86,0.0,False,26.57
MN,40,510,Yes,No,0,170.7,55.0,29.02,179.1,108.0,15.22,89.0,12.69,8.2,9,2.21,3.0,False,41.71
AK,173,510,No,No,0,172.5,78.0,29.33,142.6,91.0,12.12,63.0,4.59,10.9,2,2.94,0.0,False,33.92
OR,157,510,No,Yes,30,194.3,107.0,33.03,243.2,108.0,20.67,114.0,14.5,7.1,5,1.92,1.0,False,47.53
MS,66,408,No,Yes,32,187.8,117.0,31.93,129.8,90.0,11.03,113.0,5.95,12.0,3,3.24,2.0,False,37.88
VT,50,415,Yes,Yes,26,307.1,94.0,52.21,289.4,78.0,24.6,109.0,7.87,8.0,3,2.16,0.0,False,60.08
UT,72,415,No,No,0,118.2,106.0,20.09,167.2,136.0,14.21,106.0,9.64,12.2,3,3.29,3.0,False,29.73
KS,130,510,No,No,0,154.0,95.0,26.18,205.9,106.0,17.5,75.0,10.52,12.9,1,3.48,1.0,False,36.7
NV,143,408,No,No,0,155.5,101.0,26.44,213.4,89.0,18.14,61.0,10.71,7.6,11,2.05,1.0,False,37.150000000000006
